Filename,Protocole,echantillon,Impacts potentiels,Extrait pertinent,Évaluation d'invasivité,Justification d'invasivité,Péchés identifiés,Taux de confiance,annonce_invasivite,justification_annonce_invasivite
Improved DNA profiles from aged horse feces using pressure cycling technology,Collecte d'échantillons de salive,Échantillons de salive,"[""Perturbation significative de l'habitat""]","['five random samples from a nearby pasture were collected', 'Swabs were collected in triplicate (N = 15) as described previously']",Invasif,"Le protocole mentionne la collecte de cinq échantillons aléatoires, ce qui peut impliquer une certaine manipulation ou perturbation de l'habitat.",[],70% - Implicite fort,Non,"Le titre ne mentionne pas explicitement que la collecte d'échantillons de salive est non invasive. De plus, le corps de l'article ne contient aucune phrase indiquant explicitement que ce protocole est non invasif."
Improved DNA profiles from aged horse feces using pressure cycling technology,Collecte d'échantillons de fèces,Fèces,[],"['Fecal samples from ten horse and five from the pasture samples were tested using the modified Qiagen QIAamp Ò stool kit protocol', ""Fecal samples were collected from each horse's stall within an hour of defecation.""]",Non invasif,"La collecte de fèces est décrite comme opportuniste, ce qui indique qu'elle n'est pas systématique ou exhaustive. Il n'y a pas de mention de capture ou de manipulation des animaux.",[],70% - Implicite fort,,
Improved DNA profiles from aged horse feces using pressure cycling technology,Collecte d'échantillons de fèces,Fèces,"[""Perturbation du comportement naturel de l'animal""]","['There was a 100 % success rate obtained for full horse DNA profiles from fresh (Day 0) and fecal samples aged up to Day 2.', 'For 90 % of the samples, full horse profiles were obtained for Day 4 and 60 % of the samples produced full profiles even 6 days post defecation.']",Invasif,La collecte de fèces est invasive car elle implique la manipulation des échantillons après leur dépôt par l'animal.,[],100% car il y a une information claire et explicite sur le type d'échantillon utilisé.,Non,"Le titre de l'article ne mentionne pas explicitement que le protocole est non invasif. De plus, il n'y a aucune phrase dans le corps de l'article qui indique explicitement ou implicitement que la collecte d'échantillons de fèces est non invasive."
Molecular Ecology - 2013 - Calvignac‐Spencer - Carrion fly‐derived DNA as a tool for comprehensive and cost‐effective,Échantillonnage de mouches,Fèces,"[""Stress pour les animaux vivants, perturbation de l'habitat""]","['52/59 flies captured under dissection nets', '86 flies (under dissection nets) during necropsies of carcasses from five different mammalian species']",Invasif,Le protocole implique la capture de mouches sous des filets de dissection et l'utilisation de necropsies sur des carcasses de cinq espèces différentes. Cela remplit les critères d'invasivité suivants : contact direct avec l'animal vivant (capture de mouches) et perturbation significative de l'habitat (necropsies).,[3],100%,Non,Le titre ne contient pas de déclaration globale de non-invasivité. Le protocole d'échantillonnage de mouches n'est pas présenté dans le titre comme non invasif. Il n'y a pas de phrase indiquant explicitement que ce protocole est non invasif dans le corps de l'article.
Molecular Ecology - 2013 - Calvignac‐Spencer - Carrion fly‐derived DNA as a tool for comprehensive and cost‐effective,Échantillonnage aléatoire de mouches,Fèces,[],['23/91 randomly collected flies'],Non invasif,"Le protocole mentionne la collecte aléatoire de mouches, ce qui indique que les échantillons ont été prélevés sans perturbation ni manipulation directe des animaux. De plus, il n'y a pas de mention de capture ou de manipulation des animaux vivants.",[],70% - Implicite fort,,
Assessing noninvasive hair and fecal sampling for monitoring the distribution and abundance of river,Échantillonnage de poils,échantillons de poils,['perturbation du comportement naturel'],"['Genotypes identified using hair samples collected in the summer of 2009 and autumn of 2010 resulted in 59 independent captures of 13 male and eight female river otters', 'Ten additional captures ... were the result of multiple hair samples from individuals at a single latrine site within a capture session']",Invasif,"Le protocole implique la capture d'individus et l'utilisation de multiples échantillons de poils à partir d'un seul site, ce qui peut perturber le comportement naturel des animaux.",[3],100%,Oui,"Le titre de l'article contient explicitement 'noninvasive hair and fecal sampling', ce qui indique que le protocole d'échantillonnage de poils est considéré comme non invasif."
Assessing noninvasive hair and fecal sampling for monitoring the distribution and abundance of river,Échantillonnage de poils,Poils,"[""Stress pour l'animal"", 'Blessures potentielles']","['The method for using body snares to sample hair was previously published (Depue and Ben-David 2007), but we were uncertain about the ability of the method to collect a sufficient number of hairs to amplify DNA.']",Invasif,"Le protocole utilise des pièges corporels (body snares) pour prélever des poils, ce qui implique un contact direct avec l'animal vivant et une capture ou manipulation de l'animal vivant. Cela remplit donc le critère d'invasivité.",[],100%,Non,"Le titre de l'article mentionne explicitement 'noninvasive hair and fecal sampling', mais il ne précise pas que le protocole d'échantillonnage de poils est non invasif. Le corps de l'article ne contient aucune phrase indiquant explicitement que ce protocole est non invasif."
Assessing noninvasive hair and fecal sampling for monitoring the distribution and abundance of river,Échantillonnage de fèces et poils,Fèces et poils,"['Stress pour les animaux', 'Blessures potentielles']","['We studied multiple aspects of the ecology of river otter allowing a comparison of three methods.', 'Although we did not provide a complete three-way comparison among methods, our data strongly suggested that hair sampling was the most cost-effective approach for conducting mark-recapture estimates of otter and other furbearers with similar sampling opportunities.']",Invasif,"Le protocole implique la capture des animaux pour obtenir des échantillons de poils, ce qui cause du stress et potentiellement des blessures. La collecte de fèces est également invasive car elle est effectuée sur l'ensemble du transect de manière systématique.",[3],100%,Oui,Le titre de l'article contient explicitement 'noninvasive' en référence aux méthodes d'échantillonnage de poils et de fèces.
Assessing noninvasive hair and fecal sampling for monitoring the distribution and abundance of river,Échantillonnage de cheveux,Cheveux,"['Stress pour les animaux capturés', 'Blessures potentielles causées par les pièges']","['We conducted five systematic hair sampling sessions at latrine sites on Tezzeron Lake.', 'Where latrines had recent activity, we established two types of hair collection instruments: body snares and knaplock hair snags.']",Invasif,"Le protocole implique l'utilisation de pièges (body snares) pour capturer les animaux, ce qui est considéré comme invasif selon la définition donnée. La collecte systématique des échantillons peut également être considérée comme invasive si elle affecte le comportement naturel ou le territoire.",[3],100% - La méthodologie est explicitement détaillée et utilise des termes clairs.,Manque d'informations,"Le titre mentionne 'noninvasive hair and fecal sampling', mais il n'y a pas de déclaration explicite ou implicite dans le corps de l'article concernant la non-invasivité du protocole d'échantillonnage de cheveux."
Assessing noninvasive hair and fecal sampling for monitoring the distribution and abundance of river,Échantillonnage de poils de garde,Poils de garde,"['Stress pour les animaux capturés', 'Blessures potentielles']","['During the summer of 2009 (June 12-August 23), we deployed 35 noninvasive knaplock snag traps and 37 releasable body snares at 15 latrine sites used consistently by the river otter. For each session, we collected an average of 12.1 (4.52 SE) individual guard hairs per 100 trap nights for body snares (n hairs = 187) and 2.5 (0.92 SE) guard hairs for the knaplock traps (n hairs = 39; Fig. 2).']",Invasif,"Les pièges et les collets utilisés pour capturer les animaux sont des méthodes invasives selon la définition donnée, car ils impliquent un contact direct avec l'animal vivant et une modification du comportement naturel.",[3],100% - La méthodologie est explicitement détaillée et utilise des termes clairs.,Non,"Le titre de l'article mentionne explicitement 'non-invasive hair and fecal sampling', mais il ne précise pas que le protocole d'échantillonnage de poils de garde est non invasif. De plus, dans le corps de l'article, il est mentionné que ce protocole a été détecté comme étant invasif par une analyse externe."
puechmaille2014,Échantillonnage de fèces dans une grotte,Fèces,"['Perturbation du comportement naturel', ""Perturbation de l'habitat""]","['On the 20th of February 2008, a plastic sheet covered with newspaper was placed in a cave underneath a group of 18 hibernating medium-sized Rhinolophus suspected to be Rhinolophus mehelyi based on visual identification.']",Invasif,Le protocole implique la manipulation de l'habitat des animaux en plaçant une feuille de plastique recouverte de journal sous un groupe d'animaux en hibernation. Cela peut perturber leur comportement naturel et leur habitat.,[],100% - Les termes utilisés et les actions décrites dans le protocole sont explicites.,Non,"Le titre ne mentionne pas explicitement que le protocole d'échantillonnage de fèces dans une grotte est non invasif. De plus, il n'y a aucune phrase dans le corps de l'article qui indique explicitement ou implicitement que ce protocole est non invasif."
